link,updated,country,headquarters,industry,ceo,website,ticker,company_type,revenues,profits,market_value,employee_count,revenues_m,profits_m,assets_m,stockholder_equity_m,profit_margin,profit_as_percent_assets,profit_as_percent_equity
https://fortune.com/company/shandong-weiqiao-pioneering-group/,8/5/24,China,"Binzhou, China",Textiles,Zhang Bo,https://www.weiqiaocy.com,,Private,"$73,485","$1,192",,"97,281","$73,484.5-1.9%","$1,192.328%","$39,326-","$13,583.3-",1.6%,3%,8.8%
https://fortune.com/company/shanghai-construction-group/,8/5/24,China,Shanghai,Engineering & Construction,Ye Weidong,https://www.scg.com.cn,,Public,"$43,031",$220,"$2,656","51,272","$43,031.11.2%",$220.19.2%,"$53,830.4-","$5,783.4-",0.5%,0.4%,3.8%
https://fortune.com/company/shanghai-delong-steel-group/,8/5/24,China,Shanghai,Metals,Ding Liguo,https://www.shanghaidelong.com,,Private,"$34,400",$223,,"42,843","$34,399.52.6%",$223.3-11.9%,"$21,814.5-","$3,621.5-",0.7%,1%,6.2%
https://fortune.com/company/shanghai-pharmaceuticals-holding/,8/5/24,China,Shanghai,Wholesalers: Health Care,Shen  Bo,https://www.sphchina.com,SHPMY,Public,"$36,769",$532,"$8,758","48,164","$36,768.86.6%",$532.3-36.3%,"$29,864.5-","$9,654.3-",1.5%,1.8%,5.5%
https://fortune.com/company/shanghai-pudong-development-bank/,8/5/24,China,Shanghai,Banks: Commercial and Savings,Zhang  Weizhong,https://www.spdb.com.cn,,Public,"$50,865","$5,185","$35,904","63,582","$50,864.5-5.9%","$5,184.5-31.9%","$1,269,019.6-","$102,109-",10.2%,0.4%,5.1%
https://fortune.com/company/shanxi-coking-coal-group/,8/5/24,China,"Taiyuan, China","Mining, Crude-Oil Production",Zhao Jianze,https://www.sxcc.com.cn,,Private,"$33,533","$1,253",,"214,937","$33,533.2-19.5%","$1,252.5252.6%","$73,316.4-","$8,935.5-",3.7%,1.7%,14%
https://fortune.com/company/royal-dutch-shell/,10/29/2024,U.K.,London,Petroleum Refining,Wael Sawan,https://www.shell.com,SHEL,Public,"$308,865","$18,010","$210,990","100,000","$323,183-16.32%","$19,359-54.24%","$406,270-","$186,607-",5.99%,4.77%,10.37%
https://fortune.com/company/shenghong-holding-group/,8/5/24,China,"Suzhou City, China",Chemicals,Miao Hangen,https://www.shenghonggroup.cn,,Private,"$74,701",$549,,"56,863","$74,700.822%",$548.528.2%,"$31,761.6-","$6,075.9-",0.7%,1.7%,9%
https://fortune.com/company/shenzhen-investment-holdings/,8/5/24,China,"Shenzhen, China",Diversified Financials,He Jianfeng,https://www.sihc.com.cn/en,,Private,"$41,025","$1,413",,"103,928","$41,025.28.3%","$1,412.555.8%","$162,424.9-","$27,147.4-",3.4%,0.9%,5.2%
https://fortune.com/company/shougang-group/,8/5/24,China,Beijing,Metals,Zhao Minge,https://www.shougang.com.cn,,Private,"$33,621",$344,,"83,509","$33,621.3-8.8%",$343.882.1%,"$74,249.4-","$15,215.4-",1%,0.5%,2.3%
https://fortune.com/company/shudao-investment-group/,8/5/24,China,"Chengdu, China",Engineering & Construction,Tang Yong,https://www.shudaojt.com,,Private,"$35,379",$686,,"55,878","$35,379.3-6.9%",$685.96.2%,"$188,446.2-","$42,358.1-",1.9%,0.4%,1.6%
https://fortune.com/company/siemens/,1/29/25,Germany,Munich,Industrial Machinery,Roland Busch,https://www.siemens.com,SIEGY,Public,"$83,797","$9,002","$161,169","327,000","$82,931.96.51%","$8,476.7110.48%","$153,510-","$50,572-",10.22%,5.52%,16.76%
https://fortune.com/company/siemens-energy/,10/23/24,Germany,Munich,Energy,Christian Bruch,https://www.siemens-energy.com,SMNEY,Public,"$33,185","$-4,833","$29,566","94,000","$33,184.95.8%","$-4,832.9-","$50,695-","$8,998-",-14.56%,-9.53%,-53.71%
https://fortune.com/company/sinochem-holdings/,8/5/24,China,"Xiong'an New Area, China",Chemicals,Li Fanrong,https://www.sinochem.com,,Private,"$143,240","$-3,666",,"203,727","$143,240-17.6%","$-3,666-","$223,940-","$-5,071.6-",-2.6%,-1.6%,-
https://fortune.com/company/sinomach/,8/5/24,China,Beijing,Industrial Machinery,Zhang Xiaolun,https://www.sinomach.com.cn,,Private,"$46,482",$182,,"117,357","$46,482.2-9.1%",$181.6-,"$45,848.2-","$9,095.8-",0.4%,0.4%,2%
https://fortune.com/company/sinopec-group/,8/5/24,China,Beijing,Petroleum Refining,Ma Yongsheng,https://www.sinopec.com,,Private,"$429,700","$9,393",,"513,434","$429,699.7-8.8%","$9,393.4-2.7%","$382,688-","$130,002.7-",2.2%,2.5%,7.2%
https://fortune.com/company/sinopharm/,8/5/24,China,Beijing,Wholesalers: Health Care,Bai  Zhongquan,https://www.sinopharm.com,,Private,"$96,072","$1,150",,"202,426","$96,072.22.1%","$1,149.54.4%","$82,842.7-","$18,822.7-",1.2%,1.4%,6.1%
https://fortune.com/company/sk-holdings/,8/5/24,South Korea,Seoul,Petroleum Refining,Jang  Yung-ho/Tae-Won Chey,https://www.sk.co.kr,,Public,"$101,969",$-595,"$8,097","114,950","$101,968.8-3.8%",$-594.8-169.9%,"$159,770.8-","$16,000-",-0.6%,-0.4%,-3.7%
https://fortune.com/company/sncf-mobilites/,10/23/24,France,St. Denis,Railroads,Jean-Pierre Farandou,https://www.sncf.com,,Private,"$45,145","$1,416",,"282,786","$45,1453.56%","$1,416.2-44.47%","$143,865-","$30,431-",3.14%,0.98%,4.65%
https://fortune.com/company/societe-generale/,10/23/24,France,Paris,Banks: Commercial and Savings,Slawomir Krupa,https://www.societegenerale.com,SCGLY,Public,"$99,163","$2,695","$19,826","124,089","$99,163.456.37%","$2,695.126.98%","$1,716,418-","$72,868-",2.72%,0.16%,3.7%
https://fortune.com/company/softbank-group/,8/5/24,Japan,Tokyo,Telecommunications,Masayoshi Son,https://group.softbank/en/,SFTBY,Public,"$46,749","$-1,575","$106,041","65,352","$46,748.8-3.7%","$-1,575.1-","$308,981.9-","$73,813.8-",-3.4%,-0.5%,-2.1%
https://fortune.com/company/sompo-holdings/,8/5/24,Japan,Tokyo,Insurance: Property and Casualty (Stock),Mikio  Okumura,https://www.sompo-hd.com,SMPNY,Public,"$34,136","$2,879","$21,513","48,421","$34,136.30.3%","$2,878.7327.5%","$98,087.4-","$9,389-",8.4%,2.9%,30.7%
https://fortune.com/company/sony/,1/29/25,Japan,Tokyo,Electronics,Kenichiro Yoshida,https://www.sony.net,SONY,Public,"$87,529","$7,478","$125,942","113,000","$90,091.85.7%","$6,715.5-3%","$225,548.8-","$50,173.1-",7.5%,3%,13.4%
https://fortune.com/company/standard-chartered/,10/23/24,Britain,London,Banks: Commercial and Savings,William T. Winters,https://www.sc.com,SCBFY,Public,"$38,292","$3,469","$26,298","84,958","$38,29254.18%","$3,46917.67%","$822,844-","$44,445-",9.06%,0.42%,7.81%
https://fortune.com/company/starbucks/,1/29/25,U.S.,Seattle,Food Services,Brian R. Niccol,https://www.starbucks.com,SBUX,Public,"$36,176","$3,761","$105,534","361,000","$35,975.611.6%","$4,124.525.7%","$29,445.5-","$-7,994.8-",11.5%,14%,-
https://fortune.com/company/state-bank-of-india/,8/5/24,India,Mumbai,Banks: Commercial and Savings,Dinesh Kumar Khara,https://www.sbi.co.in,SBKFF,Public,"$71,844","$8,106","$94,169","232,296","$71,84421.9%","$8,10617%","$807,979.1-","$49,788.1-",11.3%,1%,16.3%
https://fortune.com/company/state-farm-insurance-cos/,8/5/24,U.S.,"Bloomington, Ill.",Insurance: Property and Casualty (Mutual),Michael L. Tipsord,https://www.statefarm.com,,Private,"$104,199","$-6,272",,"65,054","$104,198.616.7%","$-6,272.3-","$339,484.7-","$134,967-",-6%,-1.9%,-4.7%
https://fortune.com/company/state-grid/,8/5/24,China,Beijing,Utilities,Zhang  Zhigang,https://www.sgcc.com.cn,,Private,"$545,948","$9,204",,"1,361,423","$545,947.53%","$9,204.312.4%","$781,126.2-","$344,176.8-",1.7%,1.2%,2.7%
https://fortune.com/company/state-power-investment/,8/5/24,China,Beijing,Energy,Liu  Minsheng,https://www.spic.com.cn,,Private,"$54,485","$1,616",,"127,514","$54,484.60.9%","$1,615.9117.3%","$247,045.1-","$31,186-",3%,0.7%,5.2%
https://fortune.com/company/stellantis/,10/23/24,Netherlands,Hoofddorp,Motor Vehicles and Parts,John Elkann,https://www.stellantis.com,STLA,Public,"$204,908","$20,103","$37,550","258,275","$204,908.38.48%","$20,103.413.78%","$223,247-","$90,229-",9.81%,9.01%,22.28%
https://fortune.com/company/stonex-group/,8/5/24,U.S.,New York City,Diversified Financials,Philip A. Smith,https://www.stonex.com,SNEX,Public,"$60,856",$239,"$2,516","4,137","$60,856.1-7.8%",$238.515.2%,"$21,938.7-","$1,379.1-",0.4%,1.1%,17.3%
https://fortune.com/company/subaru/,8/5/24,Japan,Tokyo,Motor Vehicles & Parts,Atsushi  Osaki,https://www.subaru.co.jp/en/,FUJHY,Public,"$32,540","$2,664","$16,099","37,693","$32,540.116.7%","$2,664.479.9%","$31,835.4-","$16,950.2-",8.2%,8.4%,15.7%
https://fortune.com/company/sumitomo/,8/5/24,Japan,Tokyo,Trading,Shingo  Ueno,https://www.sumitomocorp.com,SSUMY,Public,"$47,813","$2,673","$31,376","79,692","$47,812.9-5.1%","$2,673.2-36%","$72,957.2-","$29,397.5-",5.6%,3.7%,9.1%
https://fortune.com/company/sumitomo-mitsui-financial-group/,8/5/24,Japan,Tokyo,Banks: Commercial and Savings,Toru  Nakashima,https://www.smfg.co.jp/english/,SMFG,Public,"$64,718","$6,663","$91,581","120,373","$64,718.342.6%","$6,662.711.9%","$1,952,365.4-","$70,294.8-",10.3%,0.3%,9.5%
https://fortune.com/company/suncor-energy/,8/5/24,Canada,Calgary,Petroleum Refining,Richard M. Kruger,https://www.suncor.com,SU,Public,"$37,609","$6,148","$49,818","14,906","$37,609.3-16.3%","$6,147.7-11.9%","$67,156.4-","$32,826.9-",16.4%,9.2%,18.7%
https://fortune.com/company/susun-construction-group/,8/5/24,China,Shanghai,Engineering & Construction,Yan Xin,https://www.ss-ceo.com,,Private,"$45,265","$1,142",,"141,256","$45,265.4-1.9%","$1,142-15.9%","$33,330.9-","$15,979.2-",2.5%,3.4%,7.2%
https://fortune.com/company/suzuki-motor/,8/5/24,Japan,"Hamamatsu, Japan",Motor Vehicles & Parts,Toshihiro Suzuki,https://www.globalsuzuki.com,SZKMY,Public,"$37,185","$1,852","$23,481","72,372","$37,184.98.4%","$1,852.413.4%","$35,614.5-","$14,536.7-",5%,5.2%,12.7%
https://fortune.com/company/swiss-re/,1/29/25,Switzerland,Zurich,Insurance: Property and Casualty,Andreas  Berger,https://www.swissre.com,SSREY,Public,"$47,969","$3,855","$46,594","14,870","$49,8008.27%","$3,214580.93%","$179,576-","$16,146-",6.45%,1.79%,19.91%
https://fortune.com/company/sysco/,8/5/24,U.S.,Houston,Wholesalers: Food and Grocery,Kevin P. Hourican,https://www.sysco.com,SYY,Public,"$76,325","$1,770","$35,755","71,750","$76,324.711.2%","$1,770.130.3%","$22,821.2-","$2,008.6-",2.3%,7.8%,88.1%
https://fortune.com/company/taikang-insurance-group/,8/5/24,China,Beijing,"Insurance: Life, Health (Mutual)",Chen Dongsheng,https://www.taikang.com,,Private,"$39,412","$1,786",,"55,408","$39,411.613.1%","$1,786.110.6%","$235,068.5-","$19,344.2-",4.5%,0.8%,9.2%
https://fortune.com/company/taiwan-semiconductor-manufacturing/,1/29/25,Taiwan,"Hsinchu, Taiwan",Semiconductors,C.C. Wei,https://www.tsmc.com,TSM,Public,"$90,106","$36,526","$836,337","76,478","$69,415.8-8.7%","$27,350.4-18%","$180,507.6-","$111,900.4-",39.4%,15.2%,24.4%
https://fortune.com/company/talanx/,10/23/24,Germany,Hanover,Insurance: Property and Casualty (Stock),Torsten Leue,https://www.talanx.com,,Public,"$46,156","$1,709","$21,783","27,863","$46,155.8-17.62%","$1,709.238.66%","$187,041-","$11,539-",3.7%,0.91%,14.81%
https://fortune.com/company/target/,1/29/25,U.S.,Minneapolis,General Merchandisers,Brian C. Cornell,https://www.target.com,TGT,Public,"$107,570","$4,370","$61,643","415,000","$107,412-1.6%","$4,13848.9%","$55,356-","$13,432-",3.9%,7.5%,30.8%
https://fortune.com/company/tata-motors/,8/5/24,India,Mumbai,Motor Vehicles & Parts,Girish Wagh,https://www.tatamotors.com,,Public,"$53,635","$3,794","$45,029","91,496","$53,634.922.8%","$3,7941161.9%","$44,475.6-","$10,189.2-",7.1%,8.5%,37.2%
https://fortune.com/company/synnex/,1/29/25,U.S.,"Fremont, Calif.",Wholesalers: Electronics and Office Equipment,Patrick  Zammit,https://www.tdsynnex.com,SNX,Public,"$58,452",$689,"$11,594","23,000","$57,555.4-7.7%",$626.9-3.8%,"$29,412.8-","$8,183.2-",1.1%,2.1%,7.7%
https://fortune.com/company/telefonica/,1/29/25,Spain,Madrid,Telecommunications,José María Álvarez-Pallete López,https://www.telefonica.com,TEF,Public,"$43,989","$-1,263","$23,172","102,090","$43,947.24.48%",$-964.3-145.59%,"$115,224-","$24,135-",-2.19%,-0.84%,-4%
https://fortune.com/company/tencent-holdings/,11/6/24,China,Shenzhen,Internet Services and Retailing,Ma Huateng,https://www.tencent.com,TCEHY,Public,"$86,028","$16,275","$493,178","105,417","$86,028.34.4%","$16,275.2-41.8%","$222,216.2-","$113,921.4-",18.9%,7.3%,14.3%
https://fortune.com/company/tesco/,10/23/24,Britain,Welwyn Garden City,Food and Drug Stores,Ken Murphy,https://www.tescoplc.com,TSCDY,Public,"$86,231","$1,487","$31,801","225,659","$86,231.38.21%","$1,486.964.71%","$59,498-","$14,762-",1.72%,2.5%,10.07%
https://fortune.com/company/tesla/,10/29/2024,U.S.,"Austin, Tex.",Motor Vehicles & Parts,Elon Musk,https://www.tesla.com,TSLA,Public,"$94,745","$13,613","$795,529","140,473","$96,77318.8%","$14,99719.4%","$106,618-","$62,634-",15.5%,14.1%,23.9%
https://fortune.com/company/thermo-fisher-scientific/,1/29/25,U.S.,"Waltham, Mass.",Medical Products and Equipment,Marc N. Casper,https://www.thermofisher.com,TMO,Public,"$42,370","$6,135","$210,937","122,000","$42,857-4.6%","$5,995-13.7%","$98,726-","$46,735-",14%,6.1%,12.8%
https://fortune.com/company/thyssenkrupp/,10/23/24,Germany,Essen,Metals,Miguel Ángel López Borrego,https://www.thyssenkrupp.com,TKAMY,Public,"$40,028","$-2,210","$2,137","99,981","$40,027.9-10.05%","$-2,209.6-279.81%","$35,229-","$12,527-",-5.52%,-6.27%,-17.64%
https://fortune.com/company/tiaa/,1/29/25,U.S.,New York City,Insurance: Life and Health,Thasunda Brown Duckett,https://www.tiaa.org,,Private,"$45,735","$-1,409",,"16,023","$45,734.811.8%","$-1,408.9-385.4%","$629,369.9-","$42,111.1-",-3.1%,-0.2%,-3.4%
https://fortune.com/company/tjx/,1/29/25,U.S.,"Framingham, Mass.",Specialty Retailers,Ernie L. Herrman,https://www.tjx.com,TJX,Public,"$56,421","$4,869","$133,898","349,000","$54,2178.6%","$4,47427.9%","$29,747-","$7,302-",8.3%,15%,61.3%
https://fortune.com/company/tokio-marine-holdings/,8/5/24,Japan,Tokyo,Insurance: Property and Casualty (Stock),Satoru Komiya,https://www.tokiomarinehd.com,TKOMY,Public,"$51,372","$4,814","$78,118","43,870","$51,371.94.6%","$4,814.473.1%","$202,320.3-","$16,628.9-",9.4%,2.4%,29%
https://fortune.com/company/tokyo-electric-power/,8/5/24,Japan,Tokyo,Utilities,Tomoaki Kobayakawa,https://www.tepco.co.jp,TKECY,Public,"$47,869","$1,853","$8,359","38,183","$47,868.9-16.9%","$1,853.3-","$96,518.2-","$23,219.6-",3.9%,1.9%,8%
https://fortune.com/company/tongling-nonferrous-metals-group/,8/5/24,China,"Tongling, China",Metals,Gong Huadong,https://www.tnmg.com.cn,,Private,"$35,245",$60,,"21,443","$35,244.51.9%",$59.71093.6%,"$14,236.4-","$1,231.1-",0.2%,0.4%,4.9%
https://fortune.com/company/tongwei-group/,8/5/24,China,"Chengdu, China",Energy,Liu Hanyuan,https://www.tongwei.com,,Public,"$33,731",$594,"$10,859","58,329","$33,731.35.6%",$593.9-63.7%,"$25,094-","$4,194.2-",1.8%,2.4%,14.2%
https://fortune.com/company/toronto-dominion-bank/,8/5/24,Canada,Toronto,Banks: Commercial and Savings,Bharat B. Masrani,https://www.td.com,TD,Public,"$75,063","$7,996","$100,083","103,257","$75,063.354.1%","$7,995.6-40.9%","$1,410,162.9-","$80,780.4-",10.7%,0.6%,9.9%
https://fortune.com/company/total/,10/29/2024,France,"Courbevoie, France",Petroleum Refining,Patrick Pouyann?,https://www.totalenergies.com,TTE,Public,"$212,595","$21,548","$161,316","102,579","$218,945-16.85%","$21,3844.18%","$283,654-","$116,753-",9.77%,7.54%,18.32%
https://fortune.com/company/toyota-motor/,1/29/25,Japan,Toyota,Motor Vehicles,Koji Sato,https://global.toyota/en/,TM,Public,"$308,923","$28,382","$292,694","380,793","$312,018.213.7%","$34,214.488.9%","$595,915.2-","$226,299.4-",11%,5.7%,15.1%
https://fortune.com/company/toyota-tsusho/,8/5/24,Japan,"Nagoya, Japan",Trading,Ichiro Kashitani,https://www.toyota-tsusho.com,TYHOF,Public,"$70,498","$2,293","$21,380","69,517","$70,498.4-3.1%","$2,293.39.2%","$46,686.9-","$16,314.8-",3.3%,4.9%,14.1%
https://fortune.com/company/trafigura-group/,8/5/24,Singapore,Singapore,Trading,Jeremy  Weir,https://www.trafigura.com,,Private,"$244,280","$7,393",,"12,479","$244,280.2-23.3%","$7,393.25.7%","$83,382.5-","$16,342.9-",3%,8.9%,45.2%
https://fortune.com/company/travelers-cos/,1/29/25,U.S.,New York City,Insurance: Property and Casualty,Alan D. Schnitzer,https://www.travelers.com,TRV,Public,"$46,423","$4,999","$54,480","33,134","$41,36412.2%","$2,9915.2%","$125,978-","$24,921-",7.2%,2.4%,12%
https://fortune.com/company/bbt-corp/,8/5/24,U.S.,"Charlotte, N.C.",Banks: Commercial and Savings,William H. Rogers Jr.,https://www.truist.com,TFC,Public,"$33,246","$-1,091","$55,397","49,935","$33,24631.1%","$-1,091-117.4%","$535,349-","$59,101-",-3.3%,-0.2%,-1.9%
https://fortune.com/company/tsingshan-holding-group/,8/5/24,China,"Wenzhou, China",Metals,Sun Jianfen,https://www.tssgroup.com.cn,,Private,"$53,980","$1,554",,"107,805","$53,980-1.3%","$1,554.26.7%","$20,646.7-","$8,628.3-",2.9%,7.5%,18%
https://fortune.com/company/tyson-foods/,1/29/25,U.S.,"Springdale, Ark.",Food Production,Donnie D. King,https://www.tysonfoods.com,TSN,Public,"$53,309",$800,"$19,860","138,000","$52,881-0.8%",$-648-120%,"$36,251-","$18,133-",-1.2%,-1.8%,-3.6%
https://fortune.com/company/u-s-bancorp/,1/29/25,U.S.,Minneapolis,Superregional Banks,Andrew J. Cecere,https://www.usbank.com,USB,Public,"$42,712","$6,299","$79,406","70,000","$40,62448.3%","$5,429-6.8%","$663,491-","$55,306-",13.4%,0.8%,9.8%
https://fortune.com/company/u-s-postal-service/,8/5/24,U.S.,"Washington, D.C.","Mail, Package, and Freight Delivery",Louis DeJoy,https://www.usps.com,,Private,"$78,383","$-6,478",,"582,781","$78,383-0.3%","$-6,478-111.6%","$45,289-","$-23,112-",-8.3%,-14.3%,-
https://fortune.com/company/uber-technologies/,1/29/25,U.S.,San Francisco,Internet Services and Retailing,Dara Khosrowshahi,https://www.uber.com,UBER,Public,"$41,955","$4,402","$141,125","30,800","$37,28117%","$1,887-","$38,699-","$11,249-",5.1%,4.9%,16.8%
https://fortune.com/company/ubs-group/,1/29/25,Switzerland,Zurich,Megabanks,Sergio P. Ermotti,https://www.ubs.com,UBS,Public,"$87,880","$4,036","$113,596","109,396","$71,24565.88%","$27,849264.99%","$1,717,246-","$86,108-",39.09%,1.62%,32.34%
https://fortune.com/company/unicredit-group/,10/23/24,Italy,Milan,Banks: Commercial and Savings,Andrea Orcel,https://www.unicreditgroup.eu,UNCRY,Public,"$48,044","$10,278","$67,718","70,752","$48,044.468.39%","$10,277.651.31%","$866,991-","$70,774-",21.39%,1.19%,14.52%
https://fortune.com/company/unilever/,1/29/25,U.K.,London,Soaps and Cosmetics,Hein Schumacher,https://www.unilever.com,UL,Public,"$65,213","$7,182","$134,990","128,377","$64,435.51.98%","$7,012.8-12.75%","$83,130-","$19,993-",10.88%,8.44%,35.08%
https://fortune.com/company/uniper/,10/23/24,Germany,Düsseldorf,Energy,Michael Lewis,https://www.uniper.energy,UNPRF,Public,"$116,663","$6,819","$20,846","6,863","$116,662.5-59.54%","$6,819.3-","$60,704-","$11,275-",5.85%,11.23%,60.48%
https://fortune.com/company/united-continental-holdings/,1/29/25,U.S.,Chicago,Airlines,J. Scott Kirby,https://www.united.com,UAL,Public,"$57,063","$3,149","$34,511","106,500","$53,71719.5%","$2,618255.2%","$71,104-","$9,324-",4.9%,3.7%,28.1%
https://fortune.com/company/unitedhealth-group/,1/29/25,U.S.,"Minnetonka, Minn.",Health Care: Insurance and Managed Care,Andrew P. Witty,https://www.unitedhealthgroup.com,UNH,Public,"$400,278","$14,405","$500,101","440,000","$371,62214.6%","$22,38111.2%","$273,720-","$88,756-",6%,8.2%,25.2%
https://fortune.com/company/ups/,1/29/25,U.S.,Atlanta,Delivery,Carol B. Tomé,https://www.ups.com,UPS,Public,"$90,686","$5,666","$108,779","382,550","$90,958-9.4%","$6,708-41.9%","$70,857-","$17,306-",7.4%,9.5%,38.8%
https://fortune.com/company/us-foods-holding/,8/5/24,U.S.,"Rosemont, Ill.",Wholesalers: Food and Grocery,David E. Flitman,https://www.usfoods.com,USFD,Public,"$35,597",$506,"$12,829","30,000","$35,5974.5%",$50690.9%,"$13,187-","$4,749-",1.4%,3.8%,10.7%
https://fortune.com/company/usaa/,1/29/25,U.S.,San Antonio,Insurance: Property and Casualty,Wayne Peacock,https://www.usaa.com,,Private,"$42,493","$1,214",,"37,376","$42,493.417.1%","$1,213.5-","$211,637.6-","$29,049.4-",2.9%,0.6%,4.2%
https://fortune.com/company/vale/,8/5/24,Brazil,Rio de Janeiro,"Mining, Crude-Oil Production",Eduardo de Salles Bartolomeo,https://www.vale.com,VALE,Public,"$41,784","$7,983","$51,323","66,807","$41,784-5.7%","$7,983-57.5%","$94,186-","$39,461-",19.1%,8.5%,20.2%
https://fortune.com/company/valero-energy/,10/29/2024,U.S.,San Antonio,Petroleum Refining,R. Lane Riggs,https://www.valero.com,VLO,Public,"$134,356","$7,013","$43,469","9,908","$139,001-18.8%","$8,835-23.4%","$63,056-","$26,346-",6.4%,14%,33.5%
https://fortune.com/company/veolia-environnement/,10/23/24,France,Aubervilliers,Utilities,Estelle Brachlianoff,https://www.veolia.com,VEOEY,Public,"$49,027","$1,013","$23,771","218,288","$49,027.18.7%","$1,01334.55%","$80,148-","$13,597-",2.07%,1.26%,7.45%
https://fortune.com/company/verizon/,1/29/25,U.S.,New York City,Telecommunications,Hans E. Vestberg,https://www.verizon.com,VZ,Public,"$134,788","$17,506","$160,724","99,600","$133,974-2.1%","$11,614-45.4%","$380,255-","$92,430-",8.7%,3.1%,12.6%
https://fortune.com/company/vibra-energia/,8/5/24,Brazil,Rio de Janeiro,Petroleum Refining,Ernesto Pousada,https://www.vibraenergia.com.br,PETRY,Public,"$32,634",$955,"$4,655","3,526","$32,634.1-7.2%",$954.5220.5%,"$8,961.3-","$3,242.1-",2.9%,10.7%,29.4%
https://fortune.com/company/vinci/,1/29/25,France,"Nanterre , France","Engineering, Construction",Xavier Huillard,https://www.vinci.com,VCISY,Public,"$76,935","$4,984","$59,810","279,426","$75,550.914.91%","$5,083.113.48%","$130,945-","$31,050-",6.73%,3.88%,16.37%
https://fortune.com/company/visa/,1/29/25,U.S.,San Francisco,Consumer Credit Card and Related Services,Ryan McInerney,https://www.visa.com,V,Public,"$35,926","$19,743","$638,017","31,600","$32,65311.4%","$17,27315.5%","$90,499-","$38,733-",52.9%,19.1%,44.6%
https://fortune.com/company/vodafone-group/,1/29/25,U.K.,"Newbury, Britain",Telecommunications,Margherita Della Valle,https://www.vodafone.com,VOD,Public,"$35,841","$2,765","$21,485","96,282","$48,871.92.78%","$1,236.2-89.96%","$155,751-","$64,702-",2.53%,0.79%,1.91%
https://fortune.com/company/volkswagen/,10/23/24,Germany,Wolfsburg,Motor Vehicles and Parts,Oliver Blume,https://volkswagen-group.com,VWAGY,Public,"$348,408","$17,945","$51,403","684,025","$348,408.118.63%","$17,944.510.48%","$663,064-","$194,051-",5.15%,2.71%,9.25%
https://fortune.com/company/volvo/,1/29/25,Sweden,"Gothenburg, Sweden",Construction and Farm Machinery,Martin Lundstedt,https://www.volvogroup.com,VLVLY,Public,"$50,920","$4,907","$51,640","102,989","$52,101.511.26%","$4,696.345.12%","$66,906-","$17,647-",9.01%,7.02%,26.61%
https://fortune.com/company/vtb-bank/,10/23/24,Russia,Moscow,Banks: Commercial and Savings,Andrey L. Kostin,https://www.vtb.com,,Public,"$33,420","$4,936","$3,872","76,100","$33,420.273.08%","$4,936.4-","$327,760-","$23,663-",14.77%,1.51%,20.86%
https://fortune.com/company/walgreens-boots-alliance/,8/5/24,U.S.,"Deerfield, Ill.",Food & Drug Stores,Timothy Wentworth,https://www.walgreensbootsalliance.com,WBA,Public,"$139,081","$-3,080","$10,100","268,500","$139,0814.8%","$-3,080-171%","$96,628-","$20,020-",-2.2%,-3.2%,-15.4%
https://fortune.com/company/walmart/,1/29/25,U.S.,"Bentonville, Ark.",General Merchandisers,C. Douglas McMillon,https://www.stock.walmart.com,WMT,Public,"$673,819","$19,676","$733,769","2,100,000","$648,1256%","$15,51132.8%","$252,399-","$83,861-",2.4%,6.2%,18.5%
https://fortune.com/company/disney/,1/29/25,U.S.,"Burbank, Calif.",Entertainment,Robert A. Iger,https://www.thewaltdisneycompany.com,DIS,Public,"$91,361","$4,972","$195,907","205,040","$88,8987.5%","$2,354-25.2%","$205,579-","$99,277-",2.7%,1.2%,2.4%
https://fortune.com/company/discovery/,8/5/24,U.S.,New York City,Entertainment,David M. Zaslav,https://wbd.com,WBD,Public,"$41,321","$-3,126","$18,181","35,300","$41,32122.2%","$-3,126-","$122,757-","$45,226-",-7.6%,-2.6%,-6.9%
https://fortune.com/company/wells-fargo/,8/5/24,U.S.,San Francisco,Banks: Commercial and Savings,Charles W. Scharf,https://www.wellsfargo.com,WFC,Public,"$115,340","$19,142","$201,265","226,000","$115,34039.2%","$19,14245.2%","$1,932,468-","$185,735-",16.6%,1%,10.3%
https://fortune.com/company/wilmar-international/,1/29/25,Singapore,Singapore,Food Production,Kuok Khoon Hong,https://www.wilmar-international.com,WLMIY,Public,"$65,552","$1,554","$13,873","100,000","$67,155.3-8.5%","$1,524.8-36.5%","$61,808.7-","$20,172.8-",2.3%,2.5%,7.6%
https://fortune.com/company/woolworths/,8/5/24,Australia,"Bella Vista, Australia",Food & Drug Stores,Brad Banducci,https://www.woolworthsgroup.com.au,WOLWF,Public,"$43,257","$1,089","$28,412","200,364","$43,256.8-2%","$1,088.6-81.1%","$22,412.9-","$4,279.7-",2.5%,4.9%,25.4%
https://fortune.com/company/world-fuel-services/,8/5/24,U.S.,Miami,Energy,Michael J. Kasbar,https://www.world-kinect.com,WKC,Public,"$47,711",$53,"$1,579","5,289","$47,710.6-19.2%",$52.9-53.6%,"$7,375.3-","$1,943-",0.1%,0.7%,2.7%
https://fortune.com/company/wuchan-zhongda-group/,8/5/24,China,"Hangzhou, China",Trading,Chen Xin,https://www.wzgroup.cn,,Public,"$81,952",$511,"$2,990","26,354","$81,952.4-4.4%",$510.9-12.1%,"$23,406.5-","$5,179.9-",0.6%,2.2%,9.9%
